Hugo_Symbol	2989R	2424R	4069R	3784R	3653R	3196R	1351R	4807R	4932R	4316R	1476R	3976R	3036R	4037R	3147R	4769R	4236R	3037R	3504R	4586R
PRICKLE2-AS3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
CDK2AP2P3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
AC026167.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
CT47A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX5BP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALS17A	8	11	7	11	14	8	7	10	12	23	7	10	12	3	10	4	13	8	8	7
AC092802.1	4	3	7	0	3	3	5	4	16	2	0	3	0	3	3	5	1	12	2	3
PFN1P12	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
LINC01772	30	57	86	287	114	128	115	32	138	76	266	164	198	81	62	25	131	84	90	30
HLA-DQB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF13-AS1	0	24	27	0	70	1	25	183	326	51	1	0	3	19	29	41	4	170	1	0
AL035530.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOGNBP1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AL590648.1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP21	0	1	0	0	0	0	1	0	2	0	1	1	0	1	0	0	1	0	0	0
AC005740.1	2	0	0	0	2	0	1	1	0	0	0	1	0	0	5	0	2	1	0	2
AC010745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDY10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000561.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC234644.1	0	0	2	0	0	0	1	2	0	2	0	0	0	0	0	0	2	0	0	0
AP1S2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL807761.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBX1P8	0	0	0	3	0	7	0	0	0	0	1	0	5	0	1	0	0	1	0	1
TLK2P1	28	29	70	50	38	56	58	55	76	34	112	91	58	42	64	21	26	71	45	34
ZNF503-AS1	1	4	0	0	2	0	2	0	0	22	0	1	0	0	4	1	2	0	0	0
LINC01776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEMO1P1	17	6	23	9	13	10	17	6	6	30	9	11	6	8	10	0	16	16	2	13
PAICSP1	20	9	42	70	26	86	47	84	10	25	135	330	41	99	62	3	31	123	26	21
MTND4P32	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0
PHF2P2	1	1	15	4	10	21	1	10	1	3	9	13	19	3	24	1	1	3	5	1
AC092570.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
PCMTD1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009531.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGBD4P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB45P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ZP3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00623	482	404	506	135	465	227	363	321	608	775	208	272	150	131	535	307	492	484	231	408
HNRNPA3P4	9	3	18	4	9	11	19	5	5	9	10	15	2	6	13	3	4	9	5	4
AL139275.1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
AC016772.1	1	0	2	5	0	3	1	0	4	2	6	1	2	0	2	3	0	2	3	1
PRSS44P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHKG1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL356309.1	0	0	1	3	0	2	0	0	0	1	3	1	0	0	0	0	0	1	0	0
AL138830.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL6P4	9	0	5	2	2	4	4	4	1	4	4	4	0	2	7	1	1	4	2	5
USP12PX	0	0	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	3	1	0
AC096915.1	3	0	4	1	3	0	4	2	2	1	4	1	0	1	5	0	2	3	0	3
SLC39A12-AS1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1
AC113935.1	77	16	247	87	67	105	59	97	56	112	92	119	44	72	212	20	52	186	57	105
UQCRFS1P1	75	23	142	53	16	34	51	42	21	85	54	51	11	37	98	9	44	199	15	25
EIF3LP3	8	2	23	4	12	11	12	13	4	13	9	16	3	9	13	3	2	22	2	7
AC073283.2	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	3
HHLA3-AS1	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
AL122017.1	1	0	4	0	1	0	1	0	3	5	5	1	5	0	30	0	1	1	0	2
LINC00937	433	679	225	152	204	174	244	307	702	334	80	1087	81	415	31	310	1671	116	336	130
RBMY2AP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS28P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7P3	0	0	0	1	1	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0
AC087499.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AC099342.1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SEC11B	9	11	16	2	9	4	7	8	1	19	8	12	2	0	18	3	4	10	1	9
LINC02097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN7P3	4	4	14	1	7	9	5	8	12	37	3	5	5	3	26	1	3	45	8	2
AC004383.1	3	2	6	0	4	0	1	0	2	6	0	2	1	1	4	0	2	1	0	4
RAB28P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BX323845.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCF1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL133217.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001476.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
USP9YP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090844.1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	1	2	0	0
MTND3P1	0	0	0	1	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0
C3orf49P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHCTF1P1	62	96	68	258	16	153	30	39	47	64	203	144	90	131	26	72	119	88	132	46
DDC-AS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FTCDNL1	52	8	163	2	58	23	42	54	10	85	4	7	2	14	46	21	19	112	12	21
LINC01907	144	136	6	2	56	2	30	17	78	37	12	13	3	6	20	53	35	8	13	210
PSMC1P12	4	0	2	1	2	2	5	1	1	4	3	2	1	2	3	0	1	1	0	7
RPL26P9	1	7	6	0	1	8	5	1	1	0	8	2	0	0	0	2	6	1	3	0
AC013248.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP66	2	0	0	1	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0
RPS3AP46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AL359502.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAIAP2-DT	2128	561	469	39	4598	208	2125	122	1614	1255	384	1178	381	71	526	668	187	180	163	1147
AC004801.1	1	0	3	4	0	1	7	4	4	2	4	1	2	0	3	0	1	2	1	0
LINC02654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC244107.1	1	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RPL35P8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Z98752.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS27AP3	0	0	1	0	0	2	4	4	0	2	0	1	1	1	0	2	0	8	0	1
KRT16P6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBBP10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SLC25A39P1	1	6	4	14	9	10	4	19	4	1	12	4	10	4	0	1	5	4	10	2
AL356124.1	0	10	3	0	3	2	0	3	2	11	7	0	2	0	2	4	3	2	3	2
CHP1P3	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0
RPL23AP76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52E3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCP2	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0
LINC01375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC137499.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4A1P5	3	0	4	2	4	2	4	4	2	2	1	4	0	1	0	0	1	5	1	1
AL513185.1	0	0	2	1	2	0	2	2	0	1	2	0	0	0	0	0	0	0	3	2
FGFR3P6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC244670.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP4B1-AS1	95	63	135	18	76	35	59	93	16	123	108	139	35	57	108	30	43	98	19	124
AL589794.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL121885.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL139420.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TEX22	14	19	60	2	46	8	15	29	10	173	3	15	2	7	4	2	30	27	10	16
LINC00685	21	32	54	99	96	83	17	58	89	33	18	77	32	34	24	20	111	52	77	25
LINC00685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010536.1	15	2	17	4	15	15	5	6	6	13	9	7	15	12	10	4	6	12	8	19
AL132671.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RANP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM64FP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELOCP21	0	1	0	2	5	1	2	0	0	1	0	1	0	0	0	0	0	0	1	0
HNRNPA1P3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLK3P2	0	0	7	2	1	0	4	2	1	3	2	0	0	0	0	0	2	3	0	1
AL049548.1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
LINC02519	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP75	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AL583785.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC112492.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGMS1-AS1	214	73	184	112	146	135	303	247	161	329	220	167	141	86	253	48	118	204	73	123
LINC01733	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
AL157359.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS3AP27	0	0	2	0	3	0	1	1	0	1	2	1	0	0	0	0	0	1	1	1
BX470209.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AL080316.1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL513285.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBISP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
WASH8P	361	935	2209	336	1274	1179	1201	1736	2578	510	1569	821	588	517	735	543	516	365	403	743
AL445466.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV6	1	1	9	0	0	0	0	1	1	5	1	0	1	0	3	1	0	0	0	0
UBQLN4P2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RPS12P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL19P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AC079163.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CICP22	0	0	4	2	0	2	2	1	2	1	9	0	0	1	1	0	1	3	0	1
RPL26P19	156	20	421	57	116	186	141	147	62	145	135	188	58	68	252	36	65	185	76	147
H2BP7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPY16P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRELID3BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPLP0P1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007237.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPIPB14P	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0
Z82188.1	2	1	0	8	0	4	0	1	0	1	0	2	2	0	0	0	2	0	0	0
KRT18P24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEMD1-AS1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2
GAS1RR	2	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	1
AC132807.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL031658.1	18	21	3	22	19	5	36	14	1	3	119	14	41	75	6	13	23	4	16	9
LINC00381	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1
Z75746.1	8	5	8	0	10	6	0	1	1	16	3	6	1	1	3	2	0	3	2	7
RPS17P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL37AP1	93	11	241	30	76	69	76	93	32	55	73	98	47	22	250	22	27	82	39	130
ZNF32-AS1	0	1	3	0	0	1	4	1	2	4	2	4	3	0	3	0	2	2	1	2
KRT18P36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPT4H1P1	3	0	3	1	0	0	2	0	0	2	0	1	0	0	3	0	0	2	0	1
AL365271.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02608	7	5	5	2	20	0	11	33	3	0	1	7	0	4	0	5	4	4	1	9
AL135960.1	8	5	41	1	6	7	1	11	27	10	31	3	1	16	24	2	5	4	4	16
MRPL35P3	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	2
PTP4A1P3	0	1	0	1	0	1	2	1	1	0	1	0	0	0	0	0	0	2	1	1
UBE2V2P1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
GRM7-AS3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GTF2H2B	15	152	303	28	279	133	15	7	85	126	222	67	101	5	169	10	7	5	63	96
PIMREGP1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0
PHKBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISM1-AS1	0	1	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2
AC009961.1	129	79	163	22	117	87	91	159	136	95	77	70	27	56	104	78	102	66	120	71
AC135977.1	5	2	5	8	3	3	0	0	0	2	2	2	0	3	7	2	4	17	4	0
ZNF736P2Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP26-AS1	0	6	3	11	2	54	1	11	1	0	9	1	9	10	0	2	8	0	14	0
STUB1P1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093382.1	7	2	0	2	1	0	1	4	3	0	0	1	3	0	1	2	0	0	1	5
AC105393.1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	2	0	0	0
PSPHP1	0	0	24	48	13	0	0	0	0	30	35	0	0	19	0	0	32	51	0	0
RPL12P10	2	0	13	4	1	7	5	4	1	6	2	4	1	2	13	4	1	12	3	2
AL049641.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL031123.1	150	61	206	8	86	11	85	182	18	638	50	32	5	62	122	82	85	128	21	124
ARPC3P1	55	30	54	44	33	60	36	42	74	54	43	47	19	42	31	24	73	68	49	31
NUP35P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL008733.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM191A	32	14	69	26	20	61	53	57	47	38	43	50	27	28	21	15	33	47	36	15
OR52I2	3	12	5	3	1	1	1	1	5	2	0	0	2	0	1	1	3	2	0	0
CDCA4P3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
AC091729.2	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0
RPS3AP10	1	1	2	2	0	2	0	1	0	4	0	0	0	0	0	0	0	1	0	3
AC036101.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL17P14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD23BP3	6	3	5	0	3	1	23	2	5	1	1	6	1	0	5	1	0	4	1	2
RPSAP62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCL3P1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AC122683.1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	2	0	0	1	0	0
AL358612.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPY6R	3	0	1	0	5	1	3	3	0	1	0	1	0	0	1	0	0	0	0	0
HNRNPDLP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL122058.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCE1P2	1	0	3	1	1	0	6	0	3	2	6	6	2	0	0	0	1	1	3	2
AL022157.1	0	0	11	2	7	4	5	9	0	10	11	9	2	2	15	0	0	7	0	2
CFLAR-AS1	107	582	79	105	172	54	185	109	287	298	199	78	158	48	64	129	179	128	48	114
MTCYBP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF192P1	12	3	13	13	40	14	5	22	5	67	9	9	10	5	10	2	1	2	1	8
LINC00351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS3AP38	2	42	1	0	26	5	19	15	16	17	5	0	0	0	0	9	5	1	7	10
LINC01811	1	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0
CROCC2	0	15	4	0	722	23	55	0	4	58	11	42	5	7	1	0	8	4	7	18
AC006150.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL358453.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP49	1	0	3	0	0	0	2	1	1	0	1	0	0	1	2	0	0	1	0	1
NUP50-DT	529	581	246	179	240	161	406	590	445	295	893	493	411	251	456	246	332	197	327	381
AC005682.1	10	1	15	21	5	37	22	17	5	11	8	2	9	11	19	2	1	13	3	21
AL606489.1	6	0	2	27	2	8	1	4	4	0	2	5	7	3	2	0	4	2	1	0
RPL23AP28	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AL354836.1	9	27	136	46	52	48	81	72	74	63	48	127	26	58	33	20	106	126	31	1
AL359182.1	19	23	79	162	18	77	11	19	37	3	7	45	13	142	118	25	225	8	93	4
MRPS16P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM252-DT	5	3	1	0	2	5	3	2	4	5	15	3	4	0	1	3	27	0	5	4
AC079150.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RPS26P56	0	0	3	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
USP8P2	0	0	0	1	3	0	0	1	2	1	2	0	0	1	0	0	3	1	2	5
MTCYBP39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMD3P1	1	0	10	2	0	0	2	4	1	6	2	6	2	3	4	0	1	5	2	6
CST12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC083822.1	1	4	3	6	6	9	10	35	3	3	14	1	5	1	2	2	7	13	3	0
VN2R10P	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
AC099066.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
PSPC1-AS2	2	7	5	2	1	0	2	2	5	3	1	1	0	1	3	1	0	1	3	4
TAF9P1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL353803.1	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
RPS6P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT8P38	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
ACTG1P24	4	3	7	1	5	3	6	6	4	6	2	3	0	4	8	2	3	1	3	4
RPL10AP6	158	13	471	50	54	163	137	143	32	112	83	148	47	37	404	20	35	185	71	170
TERF1P5	2	2	6	0	1	3	5	1	0	6	2	6	1	0	2	0	1	2	1	2
FAM41AY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAGLROS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC02089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC12P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST7-AS2	2	3	2	1	3	1	3	0	1	0	0	0	0	0	0	0	1	6	1	1
USP9YP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF8L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01345	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL022310.1	0	0	3	0	0	0	6	1	1	2	0	1	0	0	0	1	2	2	1	0
AL135923.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084809.1	0	0	13	2	9	6	3	2	1	5	1	12	2	2	4	0	4	23	1	0
AC016831.1	41	123	61	2477	51	274	35	41	82	36	251	104	160	421	55	57	357	107	200	38
LINC01876	1	0	0	0	0	7	1	2	4	0	0	3	11	0	1	0	0	1	1	4
PARD3-AS1	0	0	1	0	0	0	2	3	0	1	0	0	0	0	0	0	0	2	0	2
SORCS3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELL2P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK6P6	0	1	4	5	0	1	3	0	0	1	2	10	3	2	3	0	2	6	6	1
KCNQ2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MTATP6P21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNA20P	0	1	1	2	3	0	0	1	11	2	1	0	1	1	2	0	2	3	3	2
AC093423.1	0	0	0	0	2	13	5	0	0	0	2	0	5	0	0	0	2	1	0	0
MRPS21P5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL031727.1	31	7	42	145	16	55	50	29	25	27	24	26	32	45	51	5	38	86	28	39
C12orf77	0	1	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0
AC013480.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010385.1	0	0	1	0	1	1	0	0	0	0	3	0	0	0	0	1	0	0	1	0
AC006015.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL392089.1	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	2	0	0
AL133325.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMX2P1	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1
RPL23P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL450332.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104058.1	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	1	0	0
AC079355.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8T1P	2	1	1	0	1	0	2	0	2	0	0	0	0	0	0	2	3	0	2	1
MTCYBP38	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPI1P1	48	25	73	47	33	28	45	42	78	46	64	41	22	29	53	24	31	72	45	30
MRPL23-AS1	0	0	1	1	6	4	2	2	5	1	2	0	0	0	2	0	1	1	2	0
SLC16A1-AS1	27	15	46	34	28	65	111	57	21	57	38	43	52	31	84	18	16	42	16	33
IGLV3-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A5P5	1	0	1	0	0	0	1	3	2	3	2	0	0	1	3	0	2	2	1	2
AC093642.1	0	11	4	1	0	27	6	7	2	5	13	10	41	3	8	0	3	2	7	1
AL358613.1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012558.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGN2P7	3	2	17	0	6	1	4	6	5	8	3	2	0	3	10	1	6	13	2	3
RPL15P13	0	0	2	1	1	1	2	1	3	1	1	0	1	1	1	0	1	0	0	2
AL590399.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L7	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
AL121929.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010342.1	10	17	8	5	7	6	5	3	7	7	6	7	1	6	10	9	7	2	5	17
