Hugo_Symbol	Entrez_Gene_Id	GTEX-T6MO-1526-SM-4DM57	GTEX-11P81-1626-SM-5BC52	GTEX-13N11-1126-SM-5KM41	GTEX-RTLS-2426-SM-46MUO	GTEX-ZP4G-0726-SM-4WWF2	GTEX-WEY5-0726-SM-4LMID	GTEX-T2IS-2226-SM-4DM65	GTEX-PX3G-2026-SM-48U1H	GTEX-U3ZN-0726-SM-4DXT5	GTEX-XUW1-0226-SM-4BOOS	GTEX-PWOO-1526-SM-48TCK	GTEX-Y3IK-2126-SM-4YCDS	GTEX-RU72-2626-SM-4TT75	GTEX-W5WG-1326-SM-4LMI9	GTEX-11GSP-2426-SM-5N9BD
FTSJ2	29960	541	509	739	369	947	790	568	847	444	443	483	675	672	524	270
CR1	1378	46	31	118	14	151.87	54.27	14	71	45	15	550.42	126	16	12.28	37
MAPK10	5602	1378	1664	725	1574.27	3733	1855	1549	1753.03	1407	1278	1154	2548	1286.98	1502	1882
CRNN	49860	32	24	13	71	123	14	28	34	40	11	44	26	9	23	26
OR2AK2	391191	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
SLC22A4	6583	48	39.4	60	41	69.54	43	45	111.16	48	45	95.02	69.59	100.54	69	61.56
PARD6B	84612	69	143	122	93	88	175	89	121	75	105	31	121	249	135	75
KIAA1919	91749	132	322	222	161	219	124	113	203	145	135	152	282	263	121	146
PLBD2	196463	1090	499	753	596	2029	1231	795	940	718	613	974	584	721	517	574
DZIP3	9666	625	714	602	1035	1185	628	492	791	580	532	531	1008	1163	789	825
SNX17	9784	2749	2473	3517	2693	4682	3155	3130	4293	2520	2307	3167	3187	3886	2832	2960
BDP1	55814	1475	1936	1117	1642	2414	1521	937	1449	1024	1146	1262	1545	1648.95	1248	1873
CDKL3	51265	49.22	74.93	50.74	80.74	68.62	41.56	59.47	85.77	55.2	32.73	34.13	66.07	98.33	60.24	73.68
ZNF321P	100529240	4.72	14.51	4.35	8.46	6.22	7.2	9.24	0	17.62	0	2.74	23.89	13.69	8.24	11.39
GFAP	2670	7	274	137.83	127	67	4	10	4	16	0	71	52	7	4	6
FAM65C	140876	1446	1365	1252	5270	2502	1338	4066	1508	1689	3899	3574	4338	3765	3381	2373
ENC1	8507	127	361.83	442.97	53	194.73	405.34	888.95	391.97	190	98	162	116.82	331	76	88
CASS4	57091	29	10	15	16	30	20	7	23	15	11	61	32	15	7	21
BUB1	699	29	13	26	17	23	5	16	15	15	22	14	42	30	12	17
CST6	1474	4	4	4	31	2	6	2	0	0	28	4	12	5	13	15
SAG	6295	0	0	0	1	0	1	3	0	0	2	1	0	15	1	1
GIT2	9815	1684.54	2112.6	2284	1982.98	2886.73	2004.72	1536.05	2737.28	1557.36	1383.56	2032.77	2209.73	2413.06	1619.4	1994.73
C15orf52	388115	2403	2961	3968	1949	6290.32	3128	2558.08	2236	2872	2726.2	1404.04	3734.25	2232.01	2709	1350.05
GOLGA8A	23015	11260.04	17758.87	9960.45	17285.74	13223.54	11822.84	10391.8	16754.86	9055.38	10748.01	11532.17	21251.67	21388.63	9356.28	22158.75
TMOD1	7111	2757.62	7253.26	4053.46	2754.67	2594.05	2587.11	1922.06	20837.89	6770.49	2591.19	2244.46	2478.82	11128.77	2456.68	1963.44
ZNF441	126068	439	375	362	479	605	547	247	408	320	255	262	623	543	485	346
RNF208	727800	60	56	131	135	76	60	71	177	121	76	120	111	208	129	100
WNT2B	7482	598.14	580.5	572.57	650.04	994.19	589.98	2856.05	535.66	619.54	744.91	621.75	797.23	886.54	702.79	673.45
C14orf79	122616	214	451	418	527	466	257	377	563	462	490	260	607	854	469	202
YIPF5	81555	947	1362	1136	526	2080	1064	837	1489	988	587	1028	843	836	706	600
F11R	50848	885.75	508.01	1393.23	702.54	787	735.2	455.24	1104.99	604.01	427.91	1132.95	923	1004	697.36	1407
HIST2H3D	126961	1.43	1	2.5	1.92	2.33	2.39	0	4.1	1.31	0	1.34	0.4	0	2.33	2.98
PRAMEF1	65121	0	0	0	0	5.52	0	0	0	1	0	0	0	0	0	0
C8B	732	2	1	3	0	0	2	0	2	2	0	0	0	1	0	0
AC110615.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091948.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM110-MUSTN1	375346	394.93	369.88	497.02	660.42	437.21	338.53	159.27	465.89	209.16	229.95	325.88	685.55	501.18	301.6	730.94
FRMD6	122786	4636	7522	4146	5356	10979	6479	3309	6631	5082	3072	2914	7077	5759	3962	5677
HAPLN2	60484	145	19	123	114	234	200	179	108	61	100	39	57	21	145	28
GALK1	2584	429	243	576	551	1007	531	445	401	317	445	856	656	501	674	546
DNAAF2	55172	240	200	233	137	375	219	207	463	269	152	247	188	269	174	137
PRR13	54458	1845.71	1554.77	2459.98	1382.64	2823.05	2241.6	1197.84	2886.48	1573.3	1148.3	2464.3	1970.29	2500.53	1275.4	1552.61
TSPAN18	90139	3482	2396	3176	2340	7305	6519	3073	5600	3487	3953	2012	5752	5567	4173	2608
PTX4	390667	2	1	1	5	12	2	7	2	1	4	0	2	1	1	6
PUS7L	83448	126	267	131	286	297	129	122	117	101	133	182	257	203	166	326
EVI5L	115704	788	670	1022	411	1843	1101	1038	1334	752	742	901	882	1027	899	813
GMPS	8833	1568.39	1633	1576.74	1501.79	2413.02	1942.54	1261.84	2400.64	1276.69	1205.71	1623	1921.87	1902.84	1455.2	1934.79
S1PR5	53637	14	10	35	9	12	4	23	75	8	6	12	43	18	20	62
DGKA	1606	1178	1025.01	1945	1511	2138	1392	929	1425	807	840	1418	1293.9	1189	1124	1729
UBXN2A	165324	599	574	608	357	1035	704	478	744	562	301	712	625	666	403	541
ADCY8	114	0	1	0	0	3	0	5	1	2	0	0	0	1	0	0
GALT	2592	1143.66	988.81	1613.67	2471.83	2061.37	1405.33	1054.33	1392.45	851.49	1524.82	970.39	2665.41	1925.85	1846.26	2245.65
HSPB7	27129	7848	6990	12054	2910	13352	11729	7076	4028	4109	5977	3066	5064	4230.72	5827	5254
BAZ2B	29994	1749.78	2267.1	2091.05	1792.02	2663.52	1660.47	1087.02	3525.63	1898.9	1464.8	1105.92	2657.23	2751.6	1466.36	2745.1
ZNF254	9534	462	556	397	648.7	539.03	427.91	433.93	885.47	427	289.93	323.31	552.28	1153	610.17	999.18
PRAMEF15	343070	0	0	0	0	2.14	0	0	0	0	0	0	0	0	0	0
FLJ27365	0	115	40	57	75	187	144	60	109	73	211	58	212	155	62	84
PPP4R2	151987	1165.92	1631.13	1177.08	1049.15	2036.36	1202.65	989.97	1818.95	1068.83	993.8	1358.81	1425.51	1903.57	1122.88	1986.72
HAS3	3038	73	87	61	138	124.89	112	89	101	60	93	85	135	270	126	140
PDX1	3651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJD2	57369	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CHD8	57680	2174	2469	2793	2037	4381	2814	1851	4182	2382	2139	2151	3215	2746	2038	1698
TOE1	114034	270.93	335.42	425.53	350.27	613.85	454.76	390.09	840.89	411.6	341.32	359.94	584.82	814.48	449.04	342.39
DPP9	91039	2065.41	1499.89	2244.91	1896.89	2857.59	2214.18	1581.88	2494.29	1474.6	1497.66	2291.09	1809.56	2755.55	1909.03	1668.75
STAT2	6773	3560	4722	5694	6378	4269	2520	3112	7006	3740	3552	6108	5601	6749	3837	7157
BGN	633	18334	9584	18393	4574	17981	8757	15596	16848	6909	2220	14983.98	7818	2885	5245	17892.13
ADAMTSL4-AS1	0	3	2	0	3	3	3	1	6	2	2	4	2	1	3	6
RAB8A	4218	871.67	908.87	928.34	732.55	1899.46	1174.88	828.29	1304.84	791.75	737.64	1096.71	1015.6	1187.1	806.42	1006.01
GJA10	84694	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
C1orf68	100129271	0	0	3	3	4	5	0	1	0	3	2	2	4	4	0
IL1RAPL1	11141	0	3	0	0	3	1	2	5	1	0	3	2	3	0	4
XXcos-LUCA11.5	0	0	0	0	0	4.44	0	0	1.28	0	0	0	0	0	0	0
CRB3	92359	5	0	4	4	6	6	2	7	10	2	3	6	35	3	3
KRT83	3889	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NOB1	28987	1060	959	1079	1118	1604	1081	1249	1706	1037	1010	1023.28	1762.64	1565.01	1067	1118
FAM103A1	83640	408.52	437.83	432.1	147	773.78	406.1	430.61	686.47	406	324.39	385.76	419.93	514.3	409.45	230
MFSD7	84179	166.57	207.02	350.77	212	376.83	143	115.01	268.42	118.55	210.22	349.8	299.64	202.47	230.52	261
KISS1	3814	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ELAVL4	1996	2	4	6	1	2	0	2	4	1	0	4	0	1	0	0
EVA1C	59271	1626	1669	1790	2051	2466	1308	537	1826	1409	1164	1432	1095	1798	1413	1354
C17orf77	146723	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
CNR2	1269	0	1	2	0	4	2	1	2	0	0	0	4	0	0	1
AQP12B	653437	0	0	0	0	5	8.79	0	1	2	1	0	2.61	1	2	0
FZD7	8324	2114	2518	856	1067	2169	1363	855	1382	1018	799	4734	1700	1660	966	1483
FOXI1	2299	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OR6C76	390326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R38	5726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L3MBTL2	83746	960.26	1321.65	1147.71	1446.48	1833.85	1399.38	1280.42	1811.1	1142.56	1308.18	1021.84	1580.75	2054.91	1352.24	1521.08
AC062017.1	0	6	5	4	15	25	3	2	9	9	2	2	12	7	6	7
SLC25A28	81894	1247	1182	1144	2005	1569	1009	1047	1662	749	1270	1440	1680	2247	1304	1747
SHISA6	388336	445	115	23	6	1770	998	219	80	320	39	634	18	374	84	23
MAPT	4137	89	89	162	85	107	100	190	431	115	97	93	236	195	63	292
FAM25E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-324D17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS4A18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBI	7045	2682	8911	10263	604	2852	2278	1826	3706	4314	363	10746	3220	2758	425	4462
CLEC2D	29121	326.58	463.13	419.46	591.24	351.54	195.44	149.12	408.01	251.4	126.79	142.88	320.78	776.96	212.8	706.71
AUTS2	26053	1131	1571	1173	713	1611	983	854	1758	1010	730	750	856	1282	734	985
BEST3	144453	0	1	0	0	1	0	0	0	1	0	0	0	1	2	0
KSR2	283455	1	1	3	1	3	0	1	0	1	0	0	1	8	0	4
C4B	721	1541.87	5790.92	10710.46	884.33	1095.98	2111.06	423.52	1519.74	1563.99	483.59	4565.4	13005.17	3722.44	926.58	1183.8
C22orf26	55267	51.09	22.08	29.07	34	68.17	41	19	49	28.24	38.31	22	56.09	35	27	26.05
SERPINB4	6318	0	0	2	0	9.42	1	0	1	4	0	2	2	0	0	0
SNRPD2	6633	1882	2115	2867	2406	3562	1936	2234	3047	1552	2295	2498	3579	3812	2302	3014
STRBP	55342	248.91	431.27	341.65	195.42	573.54	314.14	220.09	573.58	348.13	204.2	195.49	283.58	278.1	286.41	213.94
ENPP6	133121	12	9	14	7	74	33	8	15	1	7	15	35	7	13	4
GALNT13	114805	85	63	33	17	227	90	54	196	75	91	49	48	46	117	113
ITGA9	3680	1005	2868.82	1870.93	462.24	1693.77	1508.82	1468.84	1466.81	1159.9	895.78	1885.45	858.32	2691	767.6	1177.15
KIF2A	3796	536	475	506	294	1123	631	417	658	437	423	461	454	394	278	495
SPATA5L1	79029	354	335	353	491	514	258	328	608	301	245	415	451	589	382	257
AF165138.7	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0
PCDHA12	56137	12.82	7.82	26.84	16.98	75.91	28.92	31.5	24.1	40.07	20.48	8.22	52.25	31.79	19.15	11.47
PLEKHM1	9842	991.77	1036.36	1403.82	1121.67	1650.06	1117.7	673.56	1523.77	1013.08	814.8	1256.68	1296.88	1640.62	837.84	987.68
KCNJ5	3762	10	6	13	2	8	27	15	56	7	18	8	49	31	14	18
EFCAB12	90288	25	15	14	87	8	14	21	24	39	52	18	36	112	32	47
PRM2	5620	19	8	0	0	0	0	28	17	24	2	7	0	3	0	10
ZNF627	199692	383	508	497	577	562	547	484	898	642	320	354	690	842	594	421
ARHGEF17	9828	8865.68	8921.15	9936.63	5862.42	10986.22	9826.9	5160.69	8881.76	5831.61	6618.37	5937.36	8504.14	11208.07	6631.41	13218.41
EPHB4	2050	4393	3363	6378	3024	9711	6034	6738	11808	5882	6184	5009	9739	5933.99	4969	3977
HPX	3263	36	44	63	156	19	60	64	103	22	39	28	68	109	110	184
ZNF860	344787	33	59	48	26	142	48	38	33	10	27	39	72	47	48	19
DCUN1D1	54165	1051	1070	852	508	1588	1048	604	1496	973	564	933	932	973	741	718.17
PVRL1	5818	367	307	351	134	728	548	714	1014	372	510	373	450	433	404	261
MED9	55090	371	548	524	292	756	519	615	1050	623	445	459	741	1172	505	436
PIP4K2C	79837	1482	1114	1257	1027	2116	1665	892	1847	998	950	1122	1430	1217	1022	1335
VSIG10	54621	512	555	635	796	655	391	377	872	550	340	562	811	1017	519	1063
TMIGD1	388364	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
DDX50	79009	1340	1701.95	1503.92	1381.03	2406.97	1552.99	1294.94	2453.91	1492	1087.95	1277.99	1889.94	1789.02	1301.98	1493
TCL1B	9623	0	10.39	0	0	0	1.59	1	0	0.44	0	0.56	2	2	0	0
CC2D2A	57545	1018	484	1333	471	2333	1393	818	836	776	450	852	1479	399	553	492
MUSK	4593	1	2	4	2	0	1	2	2	0	0	3	0	1	0	2
DYNC1I1	1780	217	89	124	155	201	255	99	140	92	104	173	127	147	129	121
GXYLT1	283464	453	783	522	630	631	428	447	579	333	496	703	731	975	590	867
SAMD9L	219285	689	682	1297	852	1290	754	727	1157	646	490	650	2165	966	606	1442
ZNF710	374655	403.44	395.93	502.11	272.92	786.48	578.59	596.72	994.11	444.56	465.8	567.52	606.11	772.72	377.56	387.32
ST3GAL5	8869	1095	235	959	911	1121	1036	389	3167	1134	678	1243	1507	2075	1041	1195
HTR2B	3357	358.36	1132	403.35	147.48	638	459	145.97	536.4	2190	108	20.58	352	2725	105	333
VLDLR	7436	599.82	789	338	1267	1753	1035	1039	2202	1208	594.62	865	1278	4353.94	773	2557
SLC46A1	113235	506.83	363.5	504.45	591.2	651.69	599.18	481.03	587.37	332.22	439.76	554.75	985.4	1134.39	471	566.08
HOMER1	9456	287	626	281	76	481	335	262	912	571	210	83	198	541	240	194
PIEZO1	9780	4800.16	8167.49	8680.37	4771.04	12168.65	6518.22	6095.85	5617.26	3697.38	6547.9	6364.38	10449.77	5883.97	6762	5280.67
LYSMD2	256586	344	260	243	246	533	285	398	379	253	276	341	483	373	267	359
LGR6	59352	670	25	58	155	101	65	62	84	40	42	52	183	63	437	935
ANKIB1	54467	1457	1594	1432	1270	2379	1531	975	2176	1330	984	1531	1504	1384	1076	1759
CLCA1	1179	3	3	3	4	8	2	2	7	6	0	8	3	0	0	2
ZNF556	80032	2	0	8	3	6	3	4	3	2	3	1	3	4	3	0
FSHB	2488	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
TIGD4	201798	14	26	16	24	27	20	16	14	19	9	15	42	32	32	20
IFI30	10437	504.9	206.97	871.18	81	704.08	432	129	477.94	235.73	104.56	1398.33	671.3	381	158.14	609
AMOTL2	51421	5437.92	4755.91	4603.88	3058	10315.85	4500.62	2859	3056	4254.93	1793	1792.77	2988	3647	3016	8050.78
TGIF2-C20orf24	100527943	35.35	23.67	6.72	30.21	4.77	55.12	73.46	119.73	19.31	13.72	16.22	13.61	0	17.21	58.36
TTC9B	148014	5	1	5	9	9	16	3	15	3	7	6	2	4	7	18
SLC17A8	246213	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
CCDC74A	90557	301.43	300.39	713.51	1093.32	294.29	313.28	384.67	593.36	528.17	405.48	273.86	977.78	1172.96	364	549.02
MST4	0	3231	3567	5875	1597	7079	7850	643	3575	4534	3540	335	1342	3480	4703	1216
DLG4	1742	1579	1572	1853	1820	2622	1572	2120	2567	1438	1810	2102	2815	2658	2201	1727
SMIM5	643008	32.67	76.6	99	149.47	75.46	66	58	85	44.41	56	76	121.75	165.93	88	93.8
ORMDL1	94101	1654	1632	1530	1432	1774	1411	1114	2302	1405	1019	1641	1683	2140	1203	2097
SPRR4	163778	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
STON1	11037	3686.46	8376.71	4855.33	2259	9372.55	4460.29	1284	2922.48	4367.79	1636.56	3388.43	2544.06	1973.83	2458.93	2311
DSTN	11034	48691	37299.99	26712.07	13871	58084.96	38212	23671	21509.05	23488	13345.99	22078.99	22610.98	20429.05	22967	22859.06
CPSF4L	642843	0	0	1	1	1	0	0	3	0	1	0	1	2	0	1
AC004466.1	0	51.46	100.34	128.88	228.71	119.06	76.11	64.23	146.37	72.39	70.8	142.98	152.76	190.02	106.89	250.85
EXTL2	2135	829	725	814.73	482.89	1864	984	885.95	730.42	852	692.03	784	1069.79	948.61	820	588.38
GNMT	27232	23	20	12	39	31	28	11	32	10	19	16	20	25	21	33
NOA1	84273	777	749	692	515	1166.6	673	676	1550.72	986	427.63	674	897	707	491	473
YWHAB	7529	7218	7063	6885	2859.01	11774	7499	5134	8766	5765	4815	7687	5865	5331	6126	4614
AC006486.1	0	3	7	3	3	4	7	3	13	3	2	10	1	7	2	1
HSPBP1	23640	772	1018	1233	941	2072	940	1438	1764	1045	1195	999	1415	1622	1137	1026
PSTPIP1	9051	120	71	104	75	204	65	40	139	40	25	208	188	123	38	127
TTC7B	145567	908	1306	1129	774	1578	1034	1034	1502	844	764	924	1089	1536	802	1138
BANF1	8815	2239.99	2506.96	2636	1850	3939.62	2665	3248	3356	2152	3120	2285	3706.92	4508	3193	2625.99
TRPC6	7225	229	211	214	139	450	206	273	259	195	95	305	230	292	151	238
ANKRD26	22852	377	542	362	696	756	286	321	547	377	327	443	565	680	382	718
SUSD5	26032	2754	237	171	482	678	593	191	503	245	187	223	506	70	956	759
SMPDL3A	10924	525	659	447	508	703	510	132	682	705	277	1368	516	800	337	810
ESRP2	80004	16.04	8.01	14	12.03	18	9.02	14.04	14.05	24	10.01	20.1	7.02	85.15	17	10.02
PPP1R9A	55607	298	370	376	823	173	250	186	2147	1066	506	71	738	1000	516	556
AC012067.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP1	392	7790	7630	10991	3140	14531	9395	4957	9066	5577	3515	8611	7502	5232	3829	4562
PCDHA11	56138	17.82	7.85	39.97	9.63	70.56	38.8	21.56	68.5	89.21	48.32	10.88	34.46	44.05	0	2.84
REST	5978	785	1256	1174	607	1830	1023	823	2104	1286	585	1038	1127	1236	752	764
PPEF1	5475	4	4	4	3	2	5	4	14	3	9	1	3	6	2	7
H2AFY2	55506	540	487	609	250	1121	727	1012	2153	973	718	621	794	918	695	278
OTOP2	92736	4	4	0	12	2	21	22	80	16	13	0	48	5	34	17
OR1L6	392390	0	0	0	0	5.69	0	0	0	0	0	0	0	0	0	0
IQCC	55721	97.81	154.22	127.65	298.64	185.57	111.55	128.14	176.26	116.92	136.12	76	204.93	250.22	148	134.25
ST3GAL6	10402	101.57	154.48	193	149	218	81	109	240.18	82	69	120.02	112	193	59	237.41
AMY2B	280	1325.47	1502.36	1337.67	4035.71	1344.27	1086.58	812.48	1642.39	712.69	1318.61	836.93	1735.74	3374.52	2064.86	3415.16
OR5B2	390190	0	0	0	1	4	1	0	0	0	0	0	1	0	1	1
FOLR3	2352	0	0	4	0	6	3	1	2	0	0	7	2	0	1	7
SLC7A10	56301	0	1	2	2	2	3	7	4	0	0	1	4	9	1	0
SMC3	9126	1959.88	2366.57	2073.92	1597.18	3393.03	1855.92	1324.8	2810.53	1870.78	1567.85	1766.64	2458.62	2327.86	1843.62	1594.78
CBS	875	287	72	133	285	1020	452	66	161	109	125	832	55	511	263	202
RRP8	23378	657	1001	732	1095	1132	754	781	923	683	611	833	1084	1160	832	944
UBE2S	27338	208.43	320.63	472.63	251.3	657.41	476.59	628.85	804.98	486.4	353.06	579.65	382.06	559.94	266.67	489.26
HPDL	84842	13	6	14	2	43	12	11	69	12	11	17	32	15	11	18
DZANK1	55184	89	136	124	266	174	93	118	156	97	176	89	202.07	251	169	187
MTMR8	55613	37.24	22	40	53.96	64.98	51.64	31.34	49.93	45	25.57	33.46	54.41	82.06	39.02	51
MUT	4594	1165	1312	1138	1098	2182	1378	743	1275	960	703	1032	1183	1170	1003	1119
IFNA21	3452	0	2	0	0	2	1	2	0	0	0	0	0	0	2	0
HLA-B	3106	16853.5	23093.63	34458.64	25671.33	25842.12	16959.02	13010.55	30261.13	18718.03	13748.86	14816.07	42292.83	23587.44	20206.55	41069.77
RP1-228P16.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTC40	54777	17	4	14	6	8	13	11	17	32	11	8	6	88	11	1
USP26	83844	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
RAB13	5872	2638.17	1940.79	3586.18	1739.87	3174.99	2637.66	1729.84	3563.68	1811.76	1468.73	4136.62	3109.77	2355.41	1900.36	2479.51
TBC1D10B	26000	1540	1568	2178	1661	2972	1747	2151	3453	1723	1728	1989	2509	3067	1700	2374
ZNF157	7712	7	6	6	19	9	9	6	10	10	13	2	20	22	21	9
EGFR	1956	3734.96	3875.72	1448.99	1986.96	6046.79	4133.9	1307.99	1631.98	1397	1757.97	2025.97	1821.89	1969.95	2072	2445.9
SPDYA	245711	16.4	53.14	19.88	82.86	28.46	27.8	25.59	29.52	8.72	33.51	12.45	43.89	101.76	48.55	80.65
AC004899.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUOM	282969	61	30	134	76	84	72	52	99	26	70	139	127	124	67	78
CBLN1	869	15	31	107	22	147	204	296	262	180	223	48	182	68	210	35
WDR11	55717	2316	2984.06	3304.65	2733.91	3840.08	2418.95	1755.39	3344.07	2437.35	2103.82	2318.05	3321.29	2561	2376.66	3090.75
CBLL1	79872	970	1043	668	558	1561	848	550	1294	892	663	637	690	1011	717	669
KY	339855	61	30	92	144	779	320	158	16	14	57	36	170	19	96	78
TRMT2B	79979	322	325	322	449	501	363	223	534	315	324	321	436	645	312	396
MLXIP	22877	5864	5796	5904	6636	8293	5631	5183	7457.73	4118	4371	7327	6314	8688	4317	5633
LY6G5C	80741	48	31	28	35	63	44	51	64	46	45	48	35	74	42	47
PHKB	5257	1999	2172	2239	1447	3739	2001	1762	2652	1843	1432	1774	2643	2209.99	2114	2339
NUP35	129401	189	322	206	393	418	291	317	324	211	255	306	418	562	342	379
C9orf135	138255	0	0	2	0	1	0	1	0	0	0	1	0	2	0	0
CAMK2D	817	1542	2160	1391	1894	2308	1369	1013	1852	1212	924	2062	2233	1858	1489	2667
PLS3	5358	11230	17839	13734.02	6039	12975	10020	6260	11688.01	7482	4762	4026	11225	7899.49	7055	11330
RALBP1	10928	2482	3381	2344	1767	3603.99	1516	1417	2634	2075	1372	2705	2500	2715.98	1564	2115
HRC	3270	745	124	223	533	770	719	255	404	140	294	159	432	91	607	761
PPIB	5479	5674.57	6392.06	8275.49	3556.69	11087.75	6834.23	9015.38	7038.89	4815.64	6465.5	13283.56	10117.98	7255.76	6145.51	5260.62
ADAM7	8756	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
CD48	962	31	90	50	30	107	29	58	135.98	48	20	88	104	116.99	26	41
APLP1	333	150	85	86	151	143	136	164	102	87	125	62	146	139	250	185
HNRNPK	3190	14504.28	13232.81	13332.44	9374.55	21259.84	14984.48	12707.27	21108.9	11500.75	11302.27	13733.16	15730.09	16747.44	13131.56	15230.01
ALDOA	226	18184	16516	22308	11137	34197	23137	13980	24782	15131	12733	24267	17652	15880	13316	18614
ZNF559	84527	488.23	875.72	607.55	1224.9	1238.44	705.04	655.2	1017.9	625.24	620.07	655.66	825.7	1683.53	993.75	1190.63
CTD-3105H18.14	0	30.77	16.48	19.85	20.56	27.8	31.19	5.85	23.19	19.76	29.33	18.92	34.03	30.54	16.2	12.66
OR1J2	26740	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0
KLHL20	27252	775	971	863	675	1779	1159	680	1284	781	553	745	935	814	640	812
EPHA8	2046	0	0	1	2	3	0	2	0	0	0	2	1	6	0	0
GZF1	64412	629	638	491	455	1205	813	626	1027	665	525	762	690	822	536	981
ANKRD30A	91074	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
CNOT2	4848	1612.72	2148.9	1630.41	2078.22	2656.87	1457.17	1577.89	2518.31	1566.73	1422.33	1498.51	2511.06	2501.22	1727.9	2686.14
GALNT2	2590	3206.68	2798.93	3944.69	1499.95	4980	3426.22	2221	2731	2171	2067	4522.61	2762.5	3470.44	2300.31	2027
EIF5A2	56648	324	422	313	211	661	429	194	352	318	192	296	292	422	222	274
CENPN	55839	45.35	58.31	53.28	20.01	64.34	51.91	34.21	52.39	32.16	24.11	46.22	41.37	58.04	19.04	44.38
GCLM	2730	263	224	245	147	477	306	219	347	159	206	358	229	245	231	185
HDC	3067	222	258	287	102	80	93	450	1351	176	85	453	572	412	52	986
SPTA1	6708	2	11	19	8	8	2	13	27	14	0	8	11	5	2	25
CCNE1	898	12	10	18	6	28	15	19	84	32	29	21	16	41	22	11
TPRX2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAM	8972	39	6	12	26.29	35	16	13	23	16	20	52	56	16	8.74	38
DAAM1	23002	1209	2214	1162	722	4052	2688	1246	1500	1188	1008	1965	1767	993	1029	1768
GCN1L1	10985	3338	4907	3936	4049	6775	3847	3672	5266	3371	4463	3765.56	5279	6117	3618	3841
KRT10	3858	542	676	838	729	1164	636	754	629	418	540	811	704	1045	542	624
ARHGEF4	50649	352	333	358	550	545	557	449	412	195	358	769	471	416	395	354
VWA8	23078	635	955	766	843	1353	920	542	794	646	590	546	1068	1023	719	809
SLX4IP	128710	14	21	21	13	20	12	11	15	11	7	12	31	10	14	11
SNTA1	6640	1627	348	643	862	1259	1270	691	1097	406	669	752	1188	918	1410	1909
AC138655.1	0	0	0	1	2	0	0	2	2	0	2	0	1	3	0	4
CYP2A13	1553	0	0	1	0	0	0	0	1	0	1	4	4.17	2	1	0
ADAMTS5	11096	2722	8756	3630	1456	3432	3280	1130	6221	8532	906	2651	1951	4889	1240	2502
KCTD9	54793	1266.95	1468.97	943.91	1163.1	1607.5	1210.25	468	933.98	733	503.94	1413.96	1049.98	1044	682	1594
HLX	3142	271.45	181.81	268.9	507.31	414.07	138.03	274.92	1084.99	163.93	171.75	339	916.56	667	172.87	1384.1
CSHL1	1444	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0
OSBP2	23762	72	138	158	203	88	108	118	456	155	131	105	137	259	192	190
ACTN2	88	65	80	25	73	108	98	30	105	52	72	10	83	153	146	76
GAS2L2	246176	4	0	1	0	9	4	3	0	5	2	1	0	18	2	5
FOXF2	2295	14	3	15	23	20	13	13	2	0	4	59	7	2	3	3
SLMO1	10650	190	202	169	347	162	158	236	261	177.92	329	94	326	388	292	441
ASF1A	25842	438	322.87	339	357.9	575.75	412	292.93	504	359	328.78	348	516	509	379	273
MTM1	4534	484	425	427	358	712	487	236	484	276	280	471	508	434	356	505
FNBP1	23048	4358	9258	5757	2911	13221	6217	4565	6375	4416	2760	4530	5139	8038.58	2871	4150
SCRIB	23513	2056	2389	2391	2412	3905	1915	2485	3145	2161	2879	2500	3163	4156	3027	3170
